pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_5
---------------------------------
| rollout/           |          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 44           |
|    time_elapsed         | 1259         |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0061583226 |
|    clip_fraction        | 0.0568       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.36        |
|    explained_variance   | 0.907        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.24         |
|    n_updates            | 430          |
|    policy_gradient_loss | -0.00471     |
|    std                  | 0.946        |
|    value_loss           | 1.02         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.1e+03     |
|    ep_rew_mean          | -18.8       |
| time/                   |             |
|    fps                  | 71          |
|    iterations           | 45          |
|    time_elapsed         | 1281        |
|    total_timesteps      | 92160       |
| train/                  |             |
|    approx_kl            | 0.003681363 |
|    clip_fraction        | 0.0227      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.36       |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.157       |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.00189    |
|    std                  | 0.93        |
|    value_loss           | 0.648       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.1e+03     |
|    ep_rew_mean          | -14         |
| time/                   |             |
|    fps                  | 72          |
|    iterations           | 46          |
|    time_elapsed         | 1304        |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.004366052 |
|    clip_fraction        | 0.0422      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.34       |
|    explained_variance   | 0.902       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.255       |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.00341    |
|    std                  | 0.924       |
|    value_loss           | 0.669       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.09e+03     |
|    ep_rew_mean          | 25.6         |
| time/                   |              |
|    fps                  | 72           |
|    iterations           | 47           |
|    time_elapsed         | 1327         |
|    total_timesteps      | 96256        |
| train/                  |              |
|    approx_kl            | 0.0033867685 |
|    clip_fraction        | 0.00757      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.34        |
|    explained_variance   | 0.863        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.2          |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.000663    |
|    std                  | 0.926        |
|    value_loss           | 2.76         |
------------------------------------------
Eval num_timesteps=98304, episode_reward=630.74 +/- 715.53
Episode length: 877.90 +/- 225.48
-------------------------------------------
| eval/                   |               |
|    mean_ep_length       | 878           |
|    mean_reward          | 631           |
| time/                   |               |
|    total timesteps      | 98304         |
| train/                  |               |
|    approx_kl            | 0.00042110521 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.34         |
|    explained_variance   | -0.0322       |
|    learning_rate        | 0.0003        |
|    loss                 | 9.46e+03      |
|    n_updates            | 470           |
