pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_6
---------------------------------
| rollout/           |          |
| train/                  |             |
|    approx_kl            | 0.005535017 |
|    clip_fraction        | 0.0632      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.4        |
|    explained_variance   | 0.861       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.539       |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.00449    |
|    std                  | 0.979       |
|    value_loss           | 3.34        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 970          |
|    ep_rew_mean          | -117         |
| time/                   |              |
|    fps                  | 77           |
|    iterations           | 45           |
|    time_elapsed         | 1195         |
|    total_timesteps      | 92160        |
| train/                  |              |
|    approx_kl            | 0.0023109796 |
|    clip_fraction        | 0.0103       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.4         |
|    explained_variance   | 0.834        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.62         |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.000566    |
|    std                  | 0.985        |
|    value_loss           | 33.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 975          |
|    ep_rew_mean          | -114         |
| time/                   |              |
|    fps                  | 77           |
|    iterations           | 46           |
|    time_elapsed         | 1218         |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0032849873 |
|    clip_fraction        | 0.0288       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.39        |
|    explained_variance   | 0.858        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.105        |
|    n_updates            | 450          |
|    policy_gradient_loss | -0.002       |
|    std                  | 0.968        |
|    value_loss           | 1.04         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 979         |
|    ep_rew_mean          | -111        |
| time/                   |             |
|    fps                  | 77          |
|    iterations           | 47          |
|    time_elapsed         | 1241        |
|    total_timesteps      | 96256       |
| train/                  |             |
|    approx_kl            | 0.005860679 |
|    clip_fraction        | 0.0505      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.38       |
|    explained_variance   | 0.738       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.349       |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.00278    |
|    std                  | 0.957       |
|    value_loss           | 2.12        |
-----------------------------------------
Eval num_timesteps=98304, episode_reward=32.01 +/- 26.10
Episode length: 1200.00 +/- 0.00
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 1.2e+03     |
|    mean_reward          | 32          |
| time/                   |             |
|    total timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.006035298 |
|    clip_fraction        | 0.0313      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.38       |
|    explained_variance   | 0.438       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.49        |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.000247   |
|    std                  | 0.969       |
